ensembl_gene_id	IDR_30C_1_pellet_262	IDR_30C_1_SN_244	IDR_30C_1_total_226	IDR_30C_2_pellet_263	IDR_30C_2_SN_245	IDR_30C_2_total_227	IDR_40C_1_pellet_264	IDR_40C_1_SN_246	IDR_40C_1_total_228	IDR_40C_2_pellet_265	IDR_40C_2_SN_247	IDR_40C_2_total_229	IDR_42C_1_pellet_266	IDR_42C_1_SN_248	IDR_42C_1_total_230	IDR_42C_2_pellet_267	IDR_42C_2_SN_249	IDR_42C_2_total_231	WT_30C_1_pellet_250	WT_30C_1_SN_232	WT_30C_1_total_214	WT_30C_2_pellet_251	WT_30C_2_SN_233	WT_30C_2_total_215	WT_40C_1_pellet_252	WT_40C_1_SN_234	WT_40C_1_total_216	WT_40C_2_pellet_253	WT_40C_2_SN_235	WT_40C_2_total_217	WT_42C_1_pellet_254	WT_42C_1_SN_236	WT_42C_1_total_218	WT_42C_2_pellet_255	WT_42C_2_SN_237	WT_42C_2_total_219
YJL160C	26	15	19	31	26	26	99	42	50	86	35	57	157	87	110	126	77	93	30	22	35	34	26	30	115	39	49	99	37	78	130	50	104	144	20	86
YJL161W	35	30	26	30	39	41	143	156	241	133	192	277	111	120	154	76	72	102	34	24	30	27	25	31	137	120	168	114	117	221	51	37	88	63	22	61
YJL162C	224	137	187	214	128	152	185	51	134	148	90	149	193	43	107	301	50	103	182	209	101	221	190	186	146	66	108	160	95	131	254	70	194	215	25	163
YJL163C	270	159	239	263	209	294	1426	574	914	1369	598	1022	1223	520	731	1101	449	650	279	212	315	260	215	312	1185	486	696	1395	506	791	995	302	610	1008	239	595
YJL164C	1157	582	673	1166	894	958	5201	2157	3125	5315	1971	2438	5219	1225	1332	5499	1312	1296	570	663	816	600	567	585	2670	1624	2044	3590	1672	2821	3252	611	1258	3374	307	1069
YJL165C	2159	1230	1612	2015	1398	1474	12534	6597	10981	11862	6966	10772	13156	5692	8943	18468	7952	8866	1410	1364	1014	1948	1591	1688	10608	7986	9538	11422	8045	11332	13071	6742	9922	12370	2742	10560
YJL166W	125	677	478	165	540	688	465	2227	3022	409	3408	3475	460	2660	2608	346	1668	1846	110	521	542	155	479	540	423	2146	1959	368	1960	2592	334	1619	2480	271	709	2049
YJL167W	3206	4360	6794	3201	6089	6871	8052	2383	4890	7724	2686	5870	6884	1861	4063	7151	1908	3586	2516	5928	6620	2696	5946	8814	4911	3971	5413	5377	4446	5555	6129	3470	6635	6633	3417	5804
YJL168C	1750	1162	1640	1475	1189	1535	1852	469	1169	1768	626	1069	2008	254	627	3038	425	628	1206	1547	764	1433	1439	1577	1450	717	919	1814	628	1126	2075	317	1020	2208	95	1045
YJL169W	66	64	82	67	66	81	71	16	36	91	22	44	135	27	57	163	26	27	54	43	50	64	54	86	66	19	39	75	24	65	112	35	83	127	7	80
YJL170C	19	22	18	23	19	28	98	68	110	73	76	108	418	437	559	338	436	475	27	24	28	27	42	49	94	83	79	141	73	130	420	378	639	513	228	706
YJL171C	4015	4635	6866	4499	5151	7300	8945	8119	12220	8608	9101	13298	11110	9196	11916	7538	7567	11332	3330	3000	5528	3917	3814	6107	7450	8278	9169	8803	8763	11100	9710	5952	9695	9890	5483	10553
YJL172W	3274	1406	1891	2876	1947	1993	6529	2020	3403	5982	1873	3210	5635	1301	2254	6395	1274	2123	3093	1199	1998	3152	1258	2236	5427	1803	2961	5918	2187	4136	5555	1127	3541	5617	1266	2921
YJL173C	67	189	139	71	164	170	116	113	146	113	163	151	123	139	105	118	100	103	72	150	198	69	145	157	98	157	151	147	133	209	111	131	186	105	102	185
YJL174W	646	560	822	573	806	932	891	774	1295	839	718	1224	801	579	773	768	617	881	538	520	708	555	569	847	746	723	1022	856	829	1225	751	428	893	792	356	896
YJL175W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0
YJL176C	1043	637	785	922	803	956	1204	365	662	1212	405	547	1037	272	374	1744	370	410	833	460	750	804	372	1023	769	178	489	1020	235	731	1077	177	610	1027	91	460
YJL177W	1637	2777	3583	1364	3689	3697	2352	863	1742	2069	1232	2255	1908	2074	3069	1691	1651	2284	1153	3709	4087	1267	3650	5880	1781	1308	1964	1952	1805	2139	2041	2577	5602	1997	3628	3543
YJL178C	484	598	695	391	723	766	543	595	827	495	613	896	1587	1179	1529	1393	1129	1326	358	643	675	454	676	841	476	713	769	596	811	983	1543	1081	1806	1728	741	1614
YJL179W	106	368	345	80	371	408	60	207	292	61	232	319	146	330	323	93	264	374	87	321	315	89	296	351	71	255	226	103	233	285	177	318	528	171	156	470
YJL180C	205	236	315	171	309	353	217	205	328	200	222	354	252	277	364	222	248	277	150	303	289	158	299	368	201	246	283	207	238	344	231	259	383	308	144	410
YJL181W	421	282	333	424	364	410	398	156	219	451	181	303	563	183	268	623	189	263	371	363	360	483	342	414	352	199	211	462	153	271	496	132	308	556	73	273
YJL182C	22	16	14	12	11	9	7	2	5	7	2	4	10	2	1	15	1	3	11	7	9	10	0	18	2	0	2	12	3	9	3	2	8	16	0	5
YJL183W	2464	2095	2993	2420	2458	3059	1561	463	847	1360	518	1050	2672	576	965	1826	495	1024	2543	1832	2753	2732	1999	3019	1045	517	647	1536	510	804	2544	577	1497	2777	550	1533
YJL184W	108	254	235	95	288	241	110	135	191	101	172	209	162	168	157	138	129	152	85	225	227	66	187	215	83	138	151	87	127	164	101	166	164	131	76	209
YJL185C	140	51	65	117	72	86	234	69	110	242	70	116	195	58	86	167	43	57	86	66	88	100	35	80	221	47	112	230	32	108	141	29	94	165	16	69
YJL186W	3499	1995	2827	3630	2277	2799	2327	977	1635	2418	1048	1769	4578	1279	2194	4745	1288	2170	3541	1679	2346	3924	1884	2603	1928	881	1146	2581	914	1502	4410	905	2333	4687	917	2703
YJL187C	2714	596	882	2427	721	918	1583	190	469	1596	194	495	1418	107	389	2121	163	396	1811	835	661	1963	731	1080	1081	176	380	1385	154	458	1288	133	591	1315	108	564
YJL188C	183	685	582	188	601	650	141	254	270	109	353	320	161	494	362	131	317	350	153	599	691	163	579	615	115	308	219	122	314	392	118	543	545	167	551	571
YJL189W	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	2	0	1	1	0	0	0	0	0	1	1	1	0	0	2	2	0
YJL190C	1098	5822	3833	1141	3655	6193	1651	523	1041	1349	1314	1261	2025	2790	2314	1682	801	1697	1105	3881	8007	1189	3398	7333	1434	892	1363	1738	1134	2052	1396	2487	5220	1332	2968	4229
YJL191W	518	533	587	410	538	643	278	157	239	224	197	259	378	399	360	239	317	361	300	510	802	364	465	795	190	232	279	244	280	359	358	413	656	411	443	560
YJL192C	318	367	471	269	467	469	407	278	445	347	324	505	558	337	426	439	311	448	267	368	483	309	335	623	298	264	452	354	341	556	468	299	762	428	208	684
YJL193W	261	118	169	235	149	176	126	37	68	107	40	69	136	59	76	113	27	60	214	95	166	289	118	196	92	41	72	115	49	86	148	38	122	178	25	113
YJL194W	284	134	148	219	147	168	108	75	65	82	56	73	115	67	78	100	57	67	200	196	190	212	148	217	78	41	55	76	42	99	114	61	136	121	64	92
YJL195C	1	0	0	2	5	0	1	0	0	2	0	2	6	2	0	8	1	1	1	0	0	3	0	1	3	0	0	0	2	5	3	0	3	1	1	1
YJL196C	607	719	720	636	618	852	803	531	740	784	771	890	732	724	698	536	299	586	800	699	1337	863	681	1153	838	660	741	897	595	883	780	501	880	704	669	926
YJL197C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL197W	3623	1856	2394	3208	2082	2281	3178	601	1262	3049	688	1376	3483	405	1170	4827	471	1077	2523	2201	1964	2890	2132	2810	2568	694	1273	3009	573	1283	3531	378	1592	3431	204	1629
YJL198W	3001	1408	2440	2734	1713	2324	437	116	224	480	123	284	1342	349	632	1518	335	561	1997	1251	2095	2642	1386	2505	393	117	195	469	134	273	1460	341	796	1634	346	993
YJL199C	56	45	38	37	32	42	65	45	57	65	47	82	60	44	42	58	22	35	39	37	43	21	34	30	52	33	26	34	24	32	40	10	40	44	14	25
YJL200C	4862	2517	3837	4447	3109	3434	2196	1150	1792	2107	1237	2040	4034	1713	2483	4926	1955	2749	4017	2649	3117	4537	3044	4135	1904	1188	1272	2279	1333	1855	4048	1692	2700	4345	1411	2901
YJL201W	230	142	111	226	93	111	210	40	88	158	80	103	176	76	97	218	54	83	234	151	178	269	121	199	211	64	122	252	63	146	224	77	192	204	46	142
YJL202C	14	8	19	7	16	16	5	2	6	1	8	2	8	2	5	13	9	5	4	13	5	9	14	10	10	6	7	5	7	24	13	5	10	14	1	11
YJL203W	48	41	62	49	47	53	37	18	39	22	22	43	35	23	30	43	25	31	43	61	32	40	73	47	41	25	26	31	30	30	36	21	63	41	17	34
YJL204C	329	200	199	324	171	188	302	123	204	308	199	222	249	108	148	319	103	122	266	228	168	294	198	272	253	139	220	308	150	282	302	144	339	297	78	229
YJL205C	16	34	22	15	11	21	15	20	36	20	36	33	22	29	31	11	21	35	13	13	18	15	15	19	12	32	19	21	27	26	19	18	31	18	16	20
YJL206C	640	318	490	553	445	585	982	345	563	937	342	593	787	236	385	973	189	339	375	334	535	436	320	565	679	321	484	810	277	566	637	165	326	618	133	345
YJL207C	4845	1667	2230	4278	1818	2008	2751	626	1164	2638	713	1227	2818	292	948	4245	374	922	4032	2453	2005	4254	2029	3229	2430	610	1197	2614	561	1307	3597	300	1681	3359	194	1492
YJL208C	510	571	585	385	565	487	125	110	147	132	147	151	202	226	205	198	215	230	303	383	343	328	410	429	80	105	85	110	108	139	239	259	364	258	165	298
YJL209W	1052	314	506	806	425	532	949	199	444	953	229	449	811	129	332	933	157	307	651	401	410	710	319	508	707	149	329	784	161	378	688	105	378	722	56	355
YJL210W	311	217	293	395	234	334	890	410	579	937	547	622	655	393	447	502	298	402	302	207	390	332	209	350	664	300	411	705	263	426	511	200	320	516	171	360
YJL211C	29	10	13	40	20	19	107	12	29	111	14	26	83	15	16	90	18	26	26	10	11	31	9	20	91	6	25	104	10	26	87	9	29	101	5	32
YJL212C	1370	428	633	1309	549	725	2237	167	502	2319	176	472	1913	207	406	2330	152	450	1569	533	929	1717	589	1102	2231	141	578	2069	143	602	2185	188	790	2210	157	790
YJL213W	879	310	450	809	385	476	9214	1643	3453	9005	1516	3130	7699	1893	2938	7475	1916	2748	810	395	555	876	420	470	8120	1351	2720	7911	1251	2469	6824	1073	2369	6618	415	2533
YJL214W	209	45	58	174	37	60	238	29	99	256	59	86	386	49	96	517	46	110	129	49	70	187	31	70	245	32	98	228	28	80	398	48	190	352	48	161
YJL215C	63	13	11	59	15	20	50	5	7	38	4	14	82	6	11	121	9	21	40	17	21	57	16	24	54	4	14	54	3	28	109	10	40	118	15	38
YJL216C	362	88	122	302	92	96	294	61	132	268	48	113	494	85	143	643	86	155	281	138	160	324	109	138	226	61	84	286	53	109	752	105	232	575	72	200
YJL217W	703	2302	2349	592	2051	2768	955	2598	3489	824	3424	3797	727	2985	2919	414	1424	1986	337	1465	2029	289	1309	1908	399	1529	1351	503	1447	1676	344	1288	1660	336	1580	1553
YJL218W	36	158	158	37	159	155	140	455	576	113	496	637	114	286	334	80	207	227	27	144	124	32	158	128	57	240	175	72	212	224	49	116	150	41	53	146
YJL219W	141	45	75	148	62	79	285	56	130	252	81	108	217	51	97	201	47	72	76	40	45	73	24	52	142	51	74	148	40	93	121	24	50	105	19	60
YJL220W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL221C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL222W	50	18	15	49	22	25	54	6	14	34	4	10	58	8	13	51	1	12	46	17	27	62	15	46	43	9	7	45	5	12	58	6	20	55	3	21
YJL222W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL222W-B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL223C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL225C	10	3	7	11	1	6	9	1	3	4	1	2	6	0	2	10	1	0	6	5	1	2	4	1	7	0	3	9	0	4	9	0	2	5	0	2
YJL225W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR001W	2054	1724	2346	2206	1985	2645	2697	1002	1622	2621	1101	1695	3821	1192	1544	3435	1060	1690	2395	1891	2839	2665	2004	2948	2372	1212	1417	2906	1107	1716	3792	991	1837	4055	976	2309
YJR002W	4398	4850	6159	3661	4743	5400	1437	899	1278	1363	817	1415	2296	1347	2095	3020	2050	2029	2218	3809	3121	2883	4539	5571	1181	1011	1027	1555	1062	1324	3032	2149	2613	3299	1026	3001
YJR003C	1280	1065	1492	1142	1266	1359	667	217	419	681	258	497	1134	348	562	1174	387	523	784	900	798	936	961	1124	397	236	312	537	230	401	959	402	813	1054	198	900
YJR004C	397	58	80	310	80	89	407	80	151	409	73	140	326	60	115	413	52	97	283	69	105	262	64	113	304	70	116	415	64	145	324	36	147	290	43	152
YJR005C-A	3	0	0	1	0	3	3	6	8	4	6	9	4	4	2	3	4	8	1	1	0	0	0	2	4	12	6	5	5	15	8	7	11	2	4	8
YJR005W	1295	849	1095	1176	984	1228	1099	562	970	963	636	1097	1173	457	883	1324	569	818	1016	1075	896	1180	1035	1411	923	654	897	966	680	972	1322	482	1150	1329	418	1028
YJR006W	731	632	847	659	793	814	1126	576	909	1158	597	1040	1284	406	755	1574	548	696	645	838	769	673	783	1016	801	604	729	1037	575	882	1159	413	805	1301	251	801
YJR007W	730	456	646	511	695	575	329	180	330	298	245	354	402	265	568	607	311	387	444	338	411	503	448	954	268	125	412	318	212	372	438	288	1004	472	228	545
YJR008W	667	613	763	657	711	697	1740	1842	2484	1731	1903	2876	1290	699	1144	1049	825	918	384	525	362	502	551	557	959	1276	1191	1106	1171	1249	748	418	653	847	310	589
YJR009C	8524	11904	15924	8156	14426	17286	11884	13119	18150	10897	14088	19630	8909	14718	16483	7963	11641	14246	8859	16707	28772	8743	17101	28767	9522	18129	22536	10421	18489	29312	10132	13968	23011	9746	11440	21699
YJR010C-A	53	218	182	55	189	238	88	181	232	68	207	242	103	269	225	77	165	239	65	156	209	56	129	197	95	182	175	84	180	241	142	190	311	122	122	259
YJR010W	694	358	621	749	587	710	1008	374	607	1031	400	727	1420	474	758	1397	468	686	832	1126	1409	868	1174	1673	764	504	675	1035	532	834	1257	522	924	1290	419	1028
YJR011C	103	239	265	87	220	247	184	365	599	166	514	626	251	529	564	163	397	460	105	246	255	117	270	292	194	529	421	187	435	533	258	469	686	263	127	602
YJR012C	60	76	61	38	84	69	82	102	139	79	123	144	68	94	96	58	83	77	47	63	77	40	81	85	53	106	101	68	94	141	64	72	107	78	44	119
YJR013W	498	282	388	455	325	417	333	187	249	296	163	260	459	155	264	443	145	235	466	266	329	516	301	456	309	167	277	354	174	285	475	154	390	498	173	348
YJR014W	340	590	758	288	818	719	270	526	838	249	588	870	329	544	717	422	572	600	191	754	592	237	721	976	278	558	617	282	690	846	388	697	1025	403	475	782
YJR015W	2209	1488	2424	2408	1810	2308	2226	1015	1682	2295	1138	1833	2972	1199	1662	2451	1110	1656	2773	1501	2279	2898	1649	2590	1998	1134	1448	2589	1164	1777	2988	889	1872	3285	836	2231
YJR016C	10432	9752	13083	9882	11091	12859	5513	3819	4544	5114	3505	5135	7345	8115	6877	6856	7494	7931	10084	12830	15653	10744	13025	15306	4035	4897	3892	5364	4794	5320	7682	9918	9110	8284	10315	9784
YJR017C	196	347	387	191	444	466	444	223	317	375	250	295	354	302	226	279	242	259	153	129	410	168	115	380	273	73	206	295	97	268	265	69	223	283	45	261
YJR018W	3	0	0	0	2	1	2	1	4	5	2	4	4	3	4	4	2	0	2	1	1	0	0	1	2	0	2	4	1	4	5	0	2	4	0	12
YJR019C	147	58	84	171	54	69	328	71	159	334	108	172	316	114	190	326	100	139	113	62	98	151	55	87	327	101	130	386	108	187	295	66	128	280	59	159
YJR020W	8	2	4	9	0	1	18	2	6	19	7	6	19	13	12	13	0	11	6	2	4	4	4	4	23	3	7	17	3	9	15	2	12	20	1	6
YJR021C	197	110	160	168	155	187	466	234	413	422	256	382	334	242	307	354	265	294	161	35	172	148	61	184	364	62	280	387	122	350	307	65	213	289	52	229
YJR022W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0
YJR023C	3	17	13	5	15	19	9	24	37	7	27	37	9	22	22	2	19	10	6	19	21	7	15	13	4	18	24	7	20	37	5	17	20	9	8	16
YJR024C	298	909	1026	323	830	1078	329	444	618	309	597	723	396	790	744	211	466	656	311	909	1452	318	842	1396	304	560	542	416	580	593	430	783	908	462	731	998
YJR025C	286	912	894	312	898	1083	398	1379	1685	392	1656	1946	573	1708	1664	441	1187	1379	182	687	708	178	673	726	255	1279	933	336	1150	1233	393	1033	1145	473	617	1075
YJR026W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR027W	1565	181	168	1302	148	177	1146	68	179	955	86	134	474	54	110	643	65	103	1415	201	105	1065	176	178	680	105	113	854	113	168	630	150	224	503	43	171
YJR028W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR029W	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YJR030C	827	280	355	733	318	387	850	259	473	814	247	477	674	145	314	848	185	296	884	431	471	835	393	579	817	254	444	821	245	509	891	175	524	793	141	366
YJR031C	2510	1389	1879	2325	1663	2070	1370	281	585	1315	307	658	2003	170	576	2987	214	650	2059	1900	2047	2386	1766	2692	957	300	536	1176	283	632	2045	236	979	2142	139	1061
YJR032W	373	389	481	327	478	443	343	256	387	297	258	378	357	250	420	380	259	356	267	562	345	296	452	511	228	360	371	275	345	439	322	441	676	367	211	552
YJR033C	2321	846	1101	2209	962	1225	3400	543	1089	3216	527	958	2661	222	635	3579	259	569	2006	1002	1415	1910	817	1639	2537	499	999	2949	434	1063	2398	169	862	2473	155	831
YJR034W	34	95	77	32	99	113	37	58	83	36	91	89	49	101	89	36	64	73	33	87	126	34	115	106	42	67	89	40	61	102	40	62	128	36	39	88
YJR035W	1070	562	750	937	573	704	1125	360	690	1010	348	670	944	183	400	1418	298	398	708	787	412	813	656	776	982	444	515	909	403	625	1006	255	521	1023	118	528
YJR036C	507	193	293	500	245	299	2034	548	978	1963	582	946	1299	197	524	1734	271	492	345	240	214	439	212	329	1417	473	702	1480	379	803	1023	173	492	1025	74	478
YJR037W	15	5	6	17	2	6	60	5	16	49	11	23	36	9	16	47	7	12	14	3	7	8	2	3	42	15	19	49	7	24	23	4	15	21	3	7
YJR038C	5	1	5	11	1	6	28	3	20	28	4	9	19	3	11	30	3	7	6	0	3	6	2	2	31	4	10	20	5	7	30	4	6	19	1	9
YJR039W	903	372	567	896	481	671	2879	543	1208	2743	643	1286	1841	260	707	2416	279	606	735	514	630	835	471	737	2219	459	1009	2255	441	1005	1718	205	733	1517	139	769
YJR040W	1985	980	1418	1885	1168	1372	2788	935	1592	2716	923	1692	3051	638	1210	3275	667	1198	2008	842	1323	2190	912	1585	2248	746	1320	2545	727	1586	2687	447	1393	2893	414	1472
YJR041C	1723	888	809	1279	730	629	470	131	189	359	143	273	555	156	267	711	150	230	952	773	544	1149	749	1010	351	127	220	444	157	247	1040	235	720	872	197	413
YJR042W	2548	3005	3307	2176	3062	3101	1315	1182	1634	1262	1225	1643	2877	920	1684	3539	1543	1785	1842	3308	1912	2115	3459	3317	1112	1432	1320	1362	1320	1637	3132	1369	2210	3464	745	2411
YJR043C	149	113	132	107	151	150	62	33	80	42	60	86	60	47	73	108	76	63	72	176	79	92	139	142	55	51	80	61	55	88	97	97	136	100	35	111
YJR044C	103	79	78	78	79	110	106	36	69	68	66	86	116	58	61	101	54	80	88	86	106	79	73	101	58	45	60	77	62	84	84	47	94	82	29	67
YJR045C	6673	4331	3991	5769	4548	3976	27984	12346	16240	25095	12157	14146	18111	6851	7864	23667	7047	7836	5908	4779	5487	6127	4754	6345	20985	8868	13996	21046	11590	19792	19363	8094	14482	17770	6478	11047
YJR046W	1679	1190	1719	1600	1423	1814	15752	4327	7348	16276	4388	8036	10689	2375	3918	11401	2523	4243	1248	478	1471	1634	876	1640	10753	2183	5334	12476	2542	5545	9378	1283	3151	10370	669	4600
YJR047C	29	101	69	23	87	113	45	70	107	48	102	79	58	137	106	72	120	111	14	54	108	16	49	79	35	43	62	40	55	105	65	81	120	66	40	123
YJR048W	111	273	309	98	336	374	111	214	302	101	343	355	154	373	287	135	189	291	90	349	515	112	270	418	110	348	328	146	366	407	186	409	554	171	302	469
YJR049C	1422	1797	1867	1459	2279	1985	1895	2318	3002	1876	2310	2239	2346	2022	1482	2410	2337	1874	1078	1970	1519	1162	1957	1707	1000	2388	1599	1511	2108	2238	2040	1682	1670	2226	900	1775
YJR050W	150	188	228	117	182	237	160	262	376	184	294	409	192	149	297	187	235	218	101	271	106	95	250	232	145	269	294	155	291	306	194	212	309	234	68	216
YJR051W	1332	795	1024	1152	969	1057	1322	663	1028	1229	738	1164	1479	518	893	1646	582	824	1167	937	886	1275	927	1206	1174	680	883	1257	683	996	1643	489	1064	1726	317	1061
YJR052W	414	316	405	368	339	418	600	443	689	519	488	805	550	246	546	727	394	459	292	415	197	311	376	445	401	509	566	451	475	620	435	299	519	480	206	504
YJR053W	423	202	317	401	244	346	525	101	323	456	158	284	607	90	243	902	94	231	330	297	251	403	263	402	428	130	236	428	119	260	566	85	310	531	44	295
YJR054W	1166	721	926	878	735	950	1063	455	769	948	508	733	1113	287	512	1504	390	545	914	761	599	928	779	897	828	457	534	1005	509	760	1140	276	649	1197	111	740
YJR055W	36	99	103	47	95	111	40	47	60	23	67	78	23	59	83	41	58	66	35	101	61	27	101	112	14	39	31	24	36	41	47	43	113	61	23	76
YJR056C	251	258	312	175	330	320	402	430	607	324	465	560	231	274	326	219	297	308	140	209	189	154	235	268	221	397	394	257	380	477	167	252	309	152	109	309
YJR057W	108	211	205	102	218	277	155	145	236	148	178	271	157	235	315	190	159	230	90	229	272	99	222	344	162	217	191	173	217	247	198	247	363	195	144	270
YJR058C	178	377	377	205	315	389	365	397	546	309	543	633	521	538	601	475	371	511	190	370	363	179	296	368	375	424	431	461	408	503	444	272	499	464	142	446
YJR059W	1662	617	695	1552	774	695	6151	1066	2156	5845	1143	2050	3956	621	1162	5490	620	1083	1354	685	929	1316	582	1005	4860	674	2006	4397	646	2089	3370	321	1383	3076	312	1198
YJR060W	1498	1522	2332	1511	2164	2498	1077	949	1413	1058	940	1507	1169	982	1269	1381	1326	1233	1171	1856	2115	1282	2005	2514	805	1094	1206	1037	1183	1344	1023	1067	1114	1146	596	1274
YJR061W	1157	451	668	1078	584	685	2388	604	1194	2291	581	1142	2401	310	825	2898	325	715	840	586	695	947	550	808	1575	494	907	1739	506	944	1564	237	847	1472	184	811
YJR062C	345	302	379	293	375	414	561	403	603	458	436	703	491	302	531	581	281	352	268	468	397	302	407	564	539	432	516	515	437	598	638	258	570	608	159	440
YJR063W	58	83	69	37	54	46	9	0	1	6	0	4	14	24	16	17	18	21	25	52	47	33	52	78	5	3	1	14	4	6	28	34	43	29	27	25
YJR064W	6032	7480	9540	5652	8558	9531	5746	2119	3345	5652	2060	3494	9616	2333	3255	9053	2286	3592	4415	8418	8935	4621	8613	9812	3850	2654	2706	5223	2584	3230	9303	3157	4632	10551	2517	5246
YJR065C	1463	1202	1164	1177	1416	1270	1636	1127	1476	1478	1217	1298	1427	1009	988	1565	978	885	1221	1224	1574	1242	1123	1867	1166	850	1279	1547	1146	1702	1506	855	1409	1553	840	1123
YJR066W	6243	2009	2669	5447	2059	2347	7778	838	1835	7515	872	1907	4943	487	1329	6825	488	1255	5004	2916	3185	5536	2509	3618	6746	795	1970	6384	794	2026	5715	532	1960	5116	371	1980
YJR067C	92	183	166	105	133	178	97	109	176	89	168	201	130	102	122	100	116	149	47	180	66	65	148	127	63	163	102	71	109	158	130	145	211	105	44	153
YJR068W	879	1166	1410	806	1307	1377	1083	636	857	1046	595	957	1623	509	690	1451	520	697	506	1270	1064	560	1233	1268	680	635	611	1060	571	813	1303	652	941	1551	332	1058
YJR069C	136	405	422	119	407	449	61	112	141	41	119	195	120	278	279	107	172	205	106	463	502	110	475	529	51	139	119	52	115	170	148	338	404	183	260	366
YJR070C	590	695	711	450	758	791	150	62	123	139	73	127	264	251	286	284	217	266	327	585	778	438	694	901	120	95	102	155	113	146	335	429	607	333	395	464
YJR071W	11	24	24	16	18	23	17	19	21	21	14	16	20	27	24	33	37	28	10	15	17	15	13	16	17	16	29	28	21	28	23	17	28	36	13	41
YJR072C	1367	1882	2860	1299	2417	2738	1000	1313	1712	939	1272	1833	1582	1841	2199	1786	2163	2057	985	2203	2157	1119	2357	2444	686	1827	1362	949	1708	1767	1518	2283	2192	1846	1819	2447
YJR073C	1891	3566	4020	1600	3121	4195	2097	974	1487	1978	1294	1734	1555	1233	1440	1011	688	1267	1105	1756	3344	1407	2278	4009	1035	702	916	1250	747	1050	760	649	802	756	625	1104
YJR074W	336	921	1029	305	869	1133	533	686	938	490	857	1132	484	824	810	378	607	732	224	744	1073	243	684	990	319	636	503	423	536	594	327	542	623	302	523	595
YJR075W	1806	1525	2236	1565	1897	2285	2415	1236	1936	2269	1290	2097	2566	1408	2104	2707	1421	1864	1673	1482	2005	1801	1468	2442	1779	1106	1528	2090	1202	1821	2728	1013	1992	2721	934	2125
YJR076C	679	750	1115	641	1054	1158	1025	693	1101	941	733	1167	1328	733	1074	1534	757	992	529	1254	1158	614	1122	1518	842	876	1060	950	849	1142	997	891	1344	1103	753	1394
YJR077C	831	1102	1466	750	1325	1581	932	764	1081	917	768	1084	1030	825	606	813	615	766	751	1137	1985	788	1246	1898	849	804	953	920	868	1352	994	725	1125	1033	790	974
YJR078W	290	195	360	305	282	391	1802	1363	1889	1860	1396	2010	1999	1567	1829	1982	1643	1735	182	197	318	230	280	294	1464	1253	1346	1602	1214	1476	1495	1008	1255	1627	683	1436
YJR079W	43	66	59	38	71	82	147	100	168	119	99	152	138	117	135	124	116	119	44	42	67	40	46	71	77	83	128	102	80	129	80	75	109	109	23	136
